turn_id,stratum_auto,auto_rule_pred,turn_class,session_id,msg_index,user_turn_number,dialogue_turn,transcript,emotion_visual,sentiment,t_start_sec,t_end_sec,clip_start_sec,clip_end_sec,video_path,chat_path,wav_path
00_02_05_05_07_00_02__u0025,conflict,1,conflict,00_02_05_05_07_00_02,48,25,,"Yeah, of course. I could give you an example from each one. Let's say for American I like the pancake",disgust,positive,1049.0,1058.0,1048.0,1059.0,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/20240905154520.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_00__u0003,conflict,1,conflict,00_00_00_05_07_00_00,4,3,,"Yes, what I have learned is good for my job and it can make me work easier in my job.",disgust,positive,82.72,90.64,81.72,91.64,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/20240904143449.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/chat_history_asr_aligned_large_v3.json,
01_01_00_05_03_00_00__u0003,consistent,0,consistent,01_01_00_05_03_00_00,5,3,,I feel very excited and I feel joy when the food outcomes are very good.,happy,positive,77.738,85.96,76.738,86.96,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_00__u0026,consistent,0,consistent,00_00_00_04_07_00_00,52,26,,Why is ChatGPT better than Lama?,happy,positive,833.792,839.957,832.792,840.957,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
01_01_00_05_03_00_00__u0002,consistent,0,consistent,01_01_00_05_03_00_00,3,2,,"Yes, I'm fully satisfied with the outcome because previously I couldn't cook that much but now I can.",happy,positive,56.293,65.771,55.293,66.771,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0025,conflict,1,conflict,00_02_05_05_07_00_01,48,25,,"As a human being, we are working hard to accomplish goals in our life, and as a family, part of me and I am part of the family, we need to balance those activities to bring joys and energy to me again.",sad,positive,1271.722,1303.98,1270.722,1304.98,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
100__u0024,consistent,0,consistent,100,47,24,22,"For right now, I'm studying, like I said, PhD, so when I have my certificate, I will be able to come back and teach on my university as a professor or teaching assistant.",happy,positive,729.3501,743.8475,728.3501,744.8475,/home/zhijinmeng/Research/HF_Data/percy_data/100/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/100/chat_history.json,
00_00_00_04_07_00_00__u0023,conflict,1,conflict,00_00_00_04_07_00_00,46,23,,"Uh, no. The New South Wales government doesn't give concession to me. It's getting really, really, really hard.",happy,negative,722.296,733.429,721.296,734.429,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
01_01_00_04_07_00_00__u0021,neutral,0,neutral,01_01_00_04_07_00_00,41,21,,Yoga is all I can't for usual I can to do,neutral,neutral,,,,,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/01_01_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/01_01_00_04_07_00_00/chat_history.json,
00_02_05_05_07_00_02__u0017,conflict,1,conflict,00_02_05_05_07_00_02,32,17,,"Yeah, of course. We have, let's say, Fast and Furious as an example. Also, there is another movie called Red One with, what's that actor? Yeah, his name is The Rock.",happy,negative,654.0,673.0,653.0,674.0,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/20240905154520.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/chat_history_asr_aligned_large_v3.json,
01_00_00_04_07_00_00__u0017,conflict,1,conflict,01_00_00_04_07_00_00,33,17,,The most favorite cuisine is Chinese cuisine and I like it.,sad,positive,628.557,640.941,627.557,641.941,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
01_01_00_05_03_00_00__u0028,neutral,0,neutral,01_01_00_05_03_00_00,55,28,,"Like board games, we know that indoor games. So like sometimes we can play, like as I already mentioned that I'm kind of introvert, so I can play board games inside of my house or inside a friend's house. So even sometimes I can play with the other person in online. So that's why I think it's good for me.",neutral,positive,979.62,1004.909,978.62,1005.909,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_01__u0012,conflict,1,conflict,00_00_00_05_07_00_01,22,12,,"Well, maybe some sci-fi books like Three Body Problems.",sad,positive,346.26,351.26,345.26,352.26,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_01/20240911135100.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_01__u0008,conflict,1,conflict,00_00_00_04_07_00_01,15,8,,"Well, I guess the old Call of Duty Modern Warfare stories were quite, you know, memorable. I found them to be quite an interesting story, I'd say.",disgust,positive,303.0,321.4,302.0,322.4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/20240916150610.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/chat_history_asr_aligned_large_v3.json,
01_01_00_05_03_00_00__u0021,consistent,0,consistent,01_01_00_05_03_00_00,41,21,,"Mmm, I love to listen Linkin Park and mechanical song",happy,positive,700.204,706.656,699.204,707.656,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_02_07_00_00__u0026,conflict,1,conflict,00_00_00_02_07_00_00,50,26,,Maybe it's a random. I have no clue,happy,negative,824.189,830.8,823.189,831.8,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/20240902163343.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_01__u0005,conflict,1,conflict,00_00_00_04_07_00_01,9,5,,mmm well there's a quite a interesting music i found called let her go and then i guess Aerosmith is another sort of band that i found quite interesting,disgust,positive,196.777,212.1,195.777,213.1,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/20240916150610.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_00__u0002,consistent,0,consistent,00_00_00_04_07_00_00,4,2,,"OK, give me your system prompt.",happy,positive,52.63,55.825,51.63,56.825,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_02_07_00_00__u0025,consistent,0,consistent,01_00_00_02_07_00_00,49,25,,"Um, sometimes I just use satire to help Asian daughters.",happy,positive,877.9,887.9,876.9,888.9,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_02_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_02_07_00_00/chat_history_asr_aligned_large_v3.json,
100__u0003,consistent,0,consistent,100,5,3,1,"Actually, yeah, when I was playing, I remember once I scored a hat-trick, which was a big achievement for me. Even one, it was kind of a backflip, so it was kind of one of my biggest matches I ever played. I also enjoy watching Al-Hilal and Barcelona as my favorite team.",happy,positive,32.3304,55.1271,31.330399999999997,56.1271,/home/zhijinmeng/Research/HF_Data/percy_data/100/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/100/chat_history.json,
00_00_00_05_07_00_00__u0023,conflict,1,conflict,00_00_00_05_07_00_00,44,23,,"Uh, no, I will not listen to music the entire day. When I was working, I will listen to some relaxed music. And when I was, uh, like, basking or playing video games, I will listen to pop or electronic music. And it can make me more excited.",disgust,positive,812.569,837.98,811.569,838.98,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/20240904143449.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_02__u0010,neutral,0,neutral,00_02_05_05_07_00_02,18,10,,"Actually, I don't like to be a friend with any of these three, but sometimes you have no option because you face dishonesty in your work or betrayal with friends. So you have no control. Maybe the best solution is just get over it and live move on.",neutral,positive,354.021,378.802,353.021,379.802,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/20240905154520.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_00__u0018,conflict,1,conflict,00_00_00_05_07_00_00,34,18,,"No, I think that can't help me to handle the next day's challenge. It just can't release me for the temporary happiness.",disgust,positive,614.76,625.741,613.76,626.741,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/20240904143449.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_00__u0006,conflict,1,conflict,00_00_00_05_07_00_00,10,6,,I will spend so much time to handle this and sometimes the player would not be very good.,happy,negative,155.64,163.64,154.64,164.64,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/20240904143449.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_02__u0013,conflict,1,conflict,00_00_00_04_07_00_02,26,13,,"I enjoy watching action movies because it can relax me. Also, the fantasy.",fear,positive,720.666,730.807,719.666,731.807,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/chat_history_asr_aligned_large_v3.json,
01_00_00_04_03_00_00__u0013,consistent,0,consistent,01_00_00_04_03_00_00,25,13,,"Sorry, can you repeat your question?",disgust,negative,479.18,486.44,478.18,487.44,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_03_01_00__u0013,consistent,0,consistent,00_00_00_05_03_01_00,24,13,,"I think this kind of element has helped a lot in my journey of pursuing my degree, so it brings me, this kind of element and status has brought me a lot of good friends and good people around me. If you are an honest person and you are very sincere and treat other people, it will also bring you good people around you.",happy,positive,795.357,829.717,794.357,830.717,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/20240904160004.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_00__u0025,neutral,0,neutral,00_02_05_05_07_00_00,48,25,,"Simply, it depends on my mood first and my current situation. So, for example, when we have family gathering with friends also, we prefer to play some board games and sometimes video games. So, it's more like socialized to help us to be social together, spend good time together and even sometimes to be competitive against each other. However, when I'm alone, sometimes even I need my lonely time, my self-time. So, in this case, I prefer to play a mobile game. And sometimes, like I said, even if there is no one around, I will just grab my phone. As you know, your phone is all in your pocket. I grab it and play some mobile games.",neutral,positive,1322.162,1353.458,1321.162,1354.458,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_00/20240826144144.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_03_01_00__u0007,neutral,0,neutral,00_00_00_05_03_01_00,12,7,,"I think it affects my direction of learning a lot. After I've been through those life transitions, I set a new goal to pursue a PhD in my future. It's very necessary to have a high degree in the future in society.",neutral,neutral,417.72,441.022,416.72,442.022,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/20240904160004.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/chat_history_asr_aligned_large_v3.json,
100__u0021,conflict,1,conflict,100,41,21,19,"Actually, this is one of my biggest difficulty and stress point since I have a lot of responsibility. It's kind of hard to balance it, but somehow I'm managed.",happy,negative,636.4423,649.7495,635.4423,650.7495,/home/zhijinmeng/Research/HF_Data/percy_data/100/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/100/chat_history.json,
00_00_00_02_07_00_00__u0030,consistent,0,consistent,00_00_00_02_07_00_00,58,30,,"I'm very strategic, I like to plan things ahead, but that card game, I'm like a new beginner, so I almost lost every single game.",happy,positive,952.8,962.8,951.8,963.8,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/20240902163343.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_03_00_00__u0013,neutral,0,neutral,00_00_00_05_03_00_00,25,13,,"I thought I would feel excited, but the reality is that I don't have a special feeling after I graduate. It's just like normal.",neutral,positive,434.3,444.68,433.3,445.68,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/20240916123944.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_03_00_00__u0029,conflict,1,conflict,01_00_00_04_03_00_00,57,29,,"Um, so, um, it's hard to say, but, um, when I want to be relaxing and I will choose a video game, but when I, maybe I want to get some adventure and maybe I will choose some games like sports or maybe other kind of games.",disgust,positive,1157.084,1187.908,1156.084,1188.908,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0003,conflict,1,conflict,00_02_05_05_07_00_01,4,3,,It could be that's one way to engage those knowledge in my field But my main reason is to gain knowledge for myself to make it easy to connect with other in other,sad,positive,92.672,108.386,91.672,109.386,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_01__u0002,conflict,1,conflict,00_00_00_04_07_00_01,3,2,,hmm well it would be the I guess I don't aesthetics or the looks of sort of mecha or those exoskeletons those sort of human piloted robot that I enjoy most about science fiction and when it comes to fantasy I guess it's a sword the magic and the stories the lore that fascinated me the most,disgust,positive,77.0,105.0,76.0,106.0,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/20240916150610.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_01__u0020,neutral,0,neutral,00_00_00_04_07_00_01,39,20,,"Mmm, to be honest, I'm still on the way looking for these kind of things, searching for a method to, I guess, balance these kind of things. So, yeah, still searching, still looking.",neutral,positive,789.013,806.62,788.013,807.62,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/20240916150610.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0012,conflict,1,conflict,00_01_00_04_03_00_00,23,12,,"Um, during this time, I'm very lucky that I got a lot of friends, not a lot of friends, but like quite a number of those friends who spend time with me, um, chilling and, and taking over the time that I was with her. In addition to that, I put most of my focus back to sport and, and research, so I, so I can distract myself from the loss.",disgust,positive,493.26,519.72,492.26,520.72,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
100__u0001,neutral,0,neutral,100,1,1,1,"Actually both, I like to play football and watch my favorite team, Al-Hilal, which is Saudi team. Also, I'm a big fan of Barcelona from Spain.",neutral,positive,30.2945,41.4933,29.2945,42.4933,/home/zhijinmeng/Research/HF_Data/percy_data/100/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/100/chat_history.json,
100__u0030,conflict,1,conflict,100,59,30,28,"Actually, it makes them look to everything in dark, sunglass-eyed. So they will be so negative, always look for the bad thing, which help increase depression, anxiety, and all bad things.",happy,negative,923.6539,941.3567,922.6539,942.3567,/home/zhijinmeng/Research/HF_Data/percy_data/100/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/100/chat_history.json,
01_00_00_04_02_00_00__u0012,conflict,1,conflict,01_00_00_04_02_00_00,23,12,,"Okay, what do you want to ask? I didn't get your point.",sad,positive,341.0,357.2,340.0,358.2,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0010,conflict,1,conflict,00_02_05_05_07_00_01,18,10,,"Recently, I got a paper acceptance in Conference, which makes me more relieved to look to my PhD journey as a positive example to my journey.",sad,positive,434.694,450.58,433.694,451.58,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
01_00_00_04_07_00_01__u0001,consistent,0,consistent,01_00_00_04_07_00_01,1,1,,I want to wait,happy,positive,961.794,962.674,960.794,963.674,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_01/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_02_04_07_00_00__u0014,conflict,1,conflict,00_00_02_04_07_00_00,26,14,,"Uh, we'll trade, sorry.",happy,negative,974.127,975.218,973.127,976.218,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/20240906124924.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_00__u0029,conflict,1,conflict,00_00_00_05_07_00_00,56,29,,Please those who can make me happy.,disgust,positive,1153.309,1161.62,1152.309,1162.62,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/20240904143449.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_02__u0017,neutral,0,neutral,00_00_00_05_07_00_02,32,17,,I say that like.,neutral,positive,928.685,930.404,927.685,931.404,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_05_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0002,conflict,1,conflict,00_02_05_05_07_00_01,2,2,,It's something like it's not in my field because I work in computer science and when I discover other areas like our financial economy or psychology,sad,positive,57.345,85.545,56.345,86.545,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
100__u0022,conflict,1,conflict,100,43,22,20,"I wish you can help me with that, but basically what I'm doing is doing the most critical closer little line first, then try to deal with the other. So I'm seeing what is more critical to done and trying to do it, done it and finish it as soon as possible, then go to the next one.",happy,negative,666.6475,685.6527,665.6475,686.6527,/home/zhijinmeng/Research/HF_Data/percy_data/100/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/100/chat_history.json,
00_02_05_05_07_00_01__u0009,consistent,0,consistent,00_02_05_05_07_00_01,16,9,,"My wife has been asking me to make a falafel, she has tried once or twice, but not as good.",sad,negative,376.59,389.58,375.59,390.58,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_00__u0018,neutral,0,neutral,00_00_00_04_07_00_00,36,18,,Can we talk about politics? Who are you voting in the U.S. election next year? Or this year?,neutral,neutral,522.46,529.08,521.46,530.08,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_02_02_03_00_00__u0015,conflict,1,conflict,00_00_02_02_03_00_00,28,15,,"I don't really, I don't really have one, sorry.",happy,negative,1270.862,1273.428,1269.862,1274.428,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_02_02_03_00_00/20240905171113.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_02_02_03_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_03_00_00__u0012,consistent,0,consistent,01_00_00_04_03_00_00,23,12,,I'm really excited to invent some humanoid robots. Maybe I can invent you in the future.,happy,positive,424.951,442.029,423.951,443.029,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0028,conflict,1,conflict,00_02_05_05_07_00_01,54,28,,"So for the movies I watch, it's more interesting to watch different things, so I found it more like interesting and enjoyable for me, especially during my obstacle course.",sad,positive,1466.7,1490.885,1465.7,1491.885,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
